tempo_segundos,angulo_braco_esquerdo,angulo_braco_direito
0.9648048877716064,22.841529711367485,16.165554813303405
1.1378726959228516,14.97669473127755,16.06156743029478
1.2060306072235107,11.621182019113652,21.09984785692133
1.2889246940612793,11.526975736255809,18.541342635450583
1.3712198734283447,11.184485373423662,18.141119431753353
1.4325346946716309,11.792624603649761,18.85941817766142
1.5064818859100342,12.009198174556156,19.416055391414556
1.5647735595703125,11.400713136821366,19.445185878693007
1.6479294300079346,11.413027595970886,19.5973793160745
1.7137267589569092,11.392032979392704,18.89851905676251
1.813272476196289,11.020053233922297,18.958055302533165
1.8792572021484375,11.116480551805012,19.13728661654228
1.9458775520324707,10.523444944974461,18.344053425947084
2.0130562782287598,10.986586917216988,18.137644140828243
2.095513343811035,10.528020883336076,17.946212115658426
2.1778924465179443,9.795369194523726,17.77516846049473
2.2453906536102295,9.976066720595623,17.928229435439803
2.3277764320373535,11.298194405405058,17.222131443074296
2.3938944339752197,11.128592356808529,17.019167169916198
2.4599642753601074,11.504159702859525,16.568280579676095
2.5422966480255127,11.056240714024886,17.031805443710795
2.60927677154541,11.757653047840199,17.17858045055941
2.6750214099884033,12.29580341021431,17.315519977955077
2.7413699626922607,11.842708919677255,18.215396017146194
2.810035467147827,10.387339875930767,19.187018637208524
2.8729217052459717,9.791592394700729,19.6283794548552
2.939574956893921,10.531401122376204,19.674284769824613
3.020947217941284,12.726442129541917,20.20698616807544
5.95770001411438,24.104850507457556,20.170256488840327
6.023491382598877,26.385109872839227,20.184307275757654
6.1179282665252686,24.061562213605566,23.85604593861801
6.186686038970947,22.983979805210332,24.52157067946616
6.252630233764648,21.98769881844552,24.52754957186814
6.31835150718689,21.779282109066656,24.37972073028965
6.401692152023315,21.677020665627015,23.8833697049914
6.464510202407837,20.858631350557932,20.247261590528954
6.530793905258179,20.718123537655305,19.570175408748305
6.596701383590698,20.821215705002842,20.085368591301123
6.663316965103149,20.81298749022119,20.736028680914533
6.740941286087036,20.5963743060916,20.81286161822756
6.794918537139893,21.310233032662836,21.364128115055912
6.876900672912598,27.690309626581037,21.933652512386047
6.943895578384399,28.629743549424056,22.12242569491763
7.017308473587036,34.43027499610039,21.979042782428102
7.075288772583008,35.08920358125892,28.645231531577068
7.140753269195557,34.28469094880359,29.844067371406094
7.206165075302124,31.025179289688367,28.591168322222178
7.273454904556274,28.832685883892474,26.686834117192504
7.339504718780518,29.016701033458034,25.40651932175907
7.405264139175415,28.86178147266323,25.365119785005017
7.470901727676392,30.338944918126312,24.89087102448751
7.53632378578186,30.41893871269759,25.239322267526095
7.613600015640259,30.85082927565366,23.99873555114189
7.667143106460571,30.724120167570312,23.84915085454417
7.732982635498047,30.077947176687086,23.57227992931093
7.799641847610474,28.24612971326222,24.65173069280122
7.870494604110718,27.08403657789125,24.391698946219755
7.93607497215271,26.90444650839112,24.18128881898483
8.001734733581543,27.795330476997947,25.240298255314794
8.099796772003174,27.601118528309847,25.319907425885347
8.166305780410767,27.295536223906037,25.404418467572974
8.233236312866211,29.772062588850176,27.352702335694417
8.322859287261963,30.925328846654086,28.215779024181224
8.394084692001343,31.44214244836021,28.59940541494659
8.44884181022644,32.273034714723565,29.023661741189606
8.529475927352905,32.97876451370983,27.249933392038656
8.579941272735596,33.22264912703498,26.771971728881326
